Serial No.,Timestamp (yyyy-MM-dd HH:mm:ss.SSS),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
5410,2026-02-19 12:47:49.526,-0.075,6.5149503,4.63905,-0.0814,-0.082499996,-0.028875
5411,2026-02-19 12:47:49.527,-0.058050003,6.35505,4.25595,-0.0814,-0.082499996,-0.028875
5412,2026-02-19 12:47:49.527,-0.08205,5.91195,3.9139502,-0.0814,-0.082499996,-0.028875
5413,2026-02-19 12:47:49.528,-0.123,5.61495,4.0960503,-0.0814,-0.082499996,-0.028875
5414,2026-02-19 12:47:49.529,-0.123,5.61495,4.0960503,0.2250875,0.0367125,0.0158125
5415,2026-02-19 12:47:49.537,-0.060000002,5.55105,4.65105,0.2250875,0.0367125,0.0158125
5416,2026-02-19 12:47:49.543,0.216,5.622,5.1709504,0.2250875,0.0367125,0.0158125
5417,2026-02-19 12:47:49.555,0.573,5.8039503,5.3050504,0.2250875,0.0367125,0.0158125
5418,2026-02-19 12:47:49.605,0.91605,6.0010505,4.87395,0.2250875,0.0367125,0.0158125
5419,2026-02-19 12:47:49.606,1.1689501,6.11805,4.1269503,0.2250875,0.0367125,0.0158125
5420,2026-02-19 12:47:49.606,1.31295,6.11805,3.31995,0.2250875,0.0367125,0.0158125
5421,2026-02-19 12:47:49.607,1.2220501,6.0870004,3.21195,0.2250875,0.0367125,0.0158125
5422,2026-02-19 12:47:49.608,1.0540501,6.1990504,3.6070502,0.2250875,0.0367125,0.0158125
5423,2026-02-19 12:47:49.609,1.0540501,6.1990504,3.6070502,0.124025,-0.055825,-0.1885125
5424,2026-02-19 12:47:49.625,1.1050501,6.3430505,4.5480003,0.124025,-0.055825,-0.1885125
5425,2026-02-19 12:47:49.626,1.06605,6.6330004,5.56605,0.124025,-0.055825,-0.1885125
5426,2026-02-19 12:47:49.656,0.89400005,6.9220505,6.4020004,0.124025,-0.055825,-0.1885125
5427,2026-02-19 12:47:49.658,0.693,6.9900002,6.6649504,0.124025,-0.055825,-0.1885125
5428,2026-02-19 12:47:49.659,0.12795001,7.04895,6.5070004,0.124025,-0.055825,-0.1885125
5429,2026-02-19 12:47:49.684,-0.252,7.1980505,6.3460503,0.124025,-0.055825,-0.1885125
5430,2026-02-19 12:47:49.685,-0.34995002,7.4160004,6.2119503,0.124025,-0.055825,-0.1885125
5431,2026-02-19 12:47:49.685,-0.42900002,7.5979505,6.0810003,0.124025,-0.055825,-0.1885125
5432,2026-02-19 12:47:49.686,-0.42900002,7.5979505,6.0810003,0.1494625,-0.10065,-0.1043625
5433,2026-02-19 12:47:49.704,-0.38595003,7.72695,5.85795,0.1494625,-0.10065,-0.1043625
5434,2026-02-19 12:47:49.705,-0.05595,8.02095,5.9440503,0.1494625,-0.10065,-0.1043625
5435,2026-02-19 12:47:49.736,0.49695003,8.500051,6.2080503,0.1494625,-0.10065,-0.1043625
5436,2026-02-19 12:47:49.737,0.97305006,8.97,5.9110503,0.1494625,-0.10065,-0.1043625
5437,2026-02-19 12:47:49.756,0.94005007,8.958,4.9669504,0.1494625,-0.10065,-0.1043625
5438,2026-02-19 12:47:49.757,0.31905,8.58195,3.9739501,0.1494625,-0.10065,-0.1043625
5439,2026-02-19 12:47:49.758,-0.147,8.644051,4.50495,0.1494625,-0.10065,-0.1043625
5440,2026-02-19 12:47:49.766,-0.36705002,8.887951,6.3630004,0.1494625,-0.10065,-0.1043625
5441,2026-02-19 12:47:49.767,-0.36705002,8.887951,6.3630004,-0.4208875,-0.0133375,0.0721875
5442,2026-02-19 12:47:49.785,-0.44595003,9.08205,7.7899504,-0.4208875,-0.0133375,0.0721875
5443,2026-02-19 12:47:49.786,-0.24195,8.953051,8.547,-0.4208875,-0.0133375,0.0721875
5444,2026-02-19 12:47:49.848,-0.02205,8.56005,8.82495,-0.4208875,-0.0133375,0.0721875
5445,2026-02-19 12:47:49.849,0.40305,8.424001,8.5990505,-0.4208875,-0.0133375,0.0721875
5446,2026-02-19 12:47:49.850,1.014,8.677051,7.6150503,-0.4208875,-0.0133375,0.0721875
5447,2026-02-19 12:47:49.850,1.248,9.04395,6.43305,-0.4208875,-0.0133375,0.0721875
5448,2026-02-19 12:47:49.851,1.2199501,9.40095,5.4889503,-0.4208875,-0.0133375,0.0721875
5449,2026-02-19 12:47:49.852,1.46895,9.799951,4.761,-0.4208875,-0.0133375,0.0721875
5450,2026-02-19 12:47:49.852,1.46895,9.799951,4.761,-0.1197625,-0.5614125,-0.0246125
5451,2026-02-19 12:47:49.867,1.797,10.246051,4.58895,-0.1197625,-0.5614125,-0.0246125
5452,2026-02-19 12:47:49.867,1.93095,10.32495,5.1160502,-0.1197625,-0.5614125,-0.0246125
5453,2026-02-19 12:47:49.929,1.5169501,10.104,5.95095,-0.1197625,-0.5614125,-0.0246125
5454,2026-02-19 12:47:49.930,0.85605,9.372001,7.2829504,-0.1197625,-0.5614125,-0.0246125
5455,2026-02-19 12:47:49.931,0.08205,8.63895,8.805,-0.1197625,-0.5614125,-0.0246125
5456,2026-02-19 12:47:49.932,-0.59400004,8.059951,10.552951,-0.1197625,-0.5614125,-0.0246125
5457,2026-02-19 12:47:49.933,-1.00605,7.4800506,12.294001,-0.1197625,-0.5614125,-0.0246125
5458,2026-02-19 12:47:49.933,-1.33395,7.1620502,13.182,-0.1197625,-0.5614125,-0.0246125
5459,2026-02-19 12:47:49.934,-1.33395,7.1620502,13.182,-0.7167875,-0.0314875,-0.3641
5460,2026-02-19 12:47:49.946,-1.353,7.2649503,12.777,-0.7167875,-0.0314875,-0.3641
5461,2026-02-19 12:47:49.956,-1.107,7.5760503,10.71405,-0.7167875,-0.0314875,-0.3641
5462,2026-02-19 12:47:50.009,-0.93705004,7.72905,8.343,-0.7167875,-0.0314875,-0.3641
5463,2026-02-19 12:47:50.010,-1.2529501,7.8829503,5.96295,-0.7167875,-0.0314875,-0.3641
5464,2026-02-19 12:47:50.011,-1.4610001,8.239051,4.362,-0.7167875,-0.0314875,-0.3641
5465,2026-02-19 12:47:50.011,-1.3800001,8.58195,4.0339503,-0.7167875,-0.0314875,-0.3641
5466,2026-02-19 12:47:50.012,-1.3750501,8.682,4.25895,-0.7167875,-0.0314875,-0.3641
5467,2026-02-19 12:47:50.013,-1.64505,8.42805,4.275,-0.7167875,-0.0314875,-0.3641
5468,2026-02-19 12:47:50.013,-1.64505,8.42805,4.275,0.088825,0.1579875,-0.2204125
5469,2026-02-19 12:47:50.028,-1.7340001,8.056951,4.6200004,0.088825,0.1579875,-0.2204125
5470,2026-02-19 12:47:50.056,-1.6480501,7.5589504,5.1780005,0.088825,0.1579875,-0.2204125
5471,2026-02-19 12:47:50.057,-1.4440501,7.0950003,5.32905,0.088825,0.1579875,-0.2204125
5472,2026-02-19 12:47:50.058,-1.2930001,6.5470505,5.037,0.088825,0.1579875,-0.2204125
5473,2026-02-19 12:47:50.090,-1.437,5.886,4.59105,0.088825,0.1579875,-0.2204125
5474,2026-02-19 12:47:50.091,-1.506,5.4210005,4.41195,0.088825,0.1579875,-0.2204125
5475,2026-02-19 12:47:50.092,-1.48695,5.4,4.39995,0.088825,0.1579875,-0.2204125
5476,2026-02-19 12:47:50.093,-1.37205,5.484,4.23495,0.088825,0.1579875,-0.2204125
5477,2026-02-19 12:47:50.094,-1.37205,5.484,4.23495,0.0270875,-0.2740375,0.1606
5478,2026-02-19 12:47:50.108,-1.1520001,5.505,3.7729502,0.0270875,-0.2740375,0.1606
5479,2026-02-19 12:47:50.140,-0.87900007,5.53095,3.1050003,0.0270875,-0.2740375,0.1606
5480,2026-02-19 12:47:50.141,-0.58905005,5.46705,2.5180502,0.0270875,-0.2740375,0.1606
5481,2026-02-19 12:47:50.142,-0.261,5.3089504,1.9189501,0.0270875,-0.2740375,0.1606
5482,2026-02-19 12:47:50.155,0.075,5.2870502,1.6009501,0.0270875,-0.2740375,0.1606
5483,2026-02-19 12:47:50.156,0.504,5.235,2.11095,0.0270875,-0.2740375,0.1606
5484,2026-02-19 12:47:50.171,0.82905006,5.2660503,2.9250002,0.0270875,-0.2740375,0.1606
5485,2026-02-19 12:47:50.172,0.99705005,5.2180505,3.3030002,0.0270875,-0.2740375,0.1606
5486,2026-02-19 12:47:50.173,0.99705005,5.2180505,3.3030002,0.1601875,0.4186875,0.3691875
5487,2026-02-19 12:47:50.189,1.09305,5.0209503,3.3300002,0.1601875,0.4186875,0.3691875
5488,2026-02-19 12:47:50.253,1.06605,4.9090505,3.3079503,0.1601875,0.4186875,0.3691875
5489,2026-02-19 12:47:50.254,0.777,5.1049504,3.3730502,0.1601875,0.4186875,0.3691875
5490,2026-02-19 12:47:50.255,0.33105,5.4310503,3.8080502,0.1601875,0.4186875,0.3691875
5491,2026-02-19 12:47:50.256,0.078,5.9100003,4.4479504,0.1601875,0.4186875,0.3691875
5492,2026-02-19 12:47:50.257,0.018000001,6.3790503,4.94595,0.1601875,0.4186875,0.3691875
5493,2026-02-19 12:47:50.258,0.02205,6.7930503,5.2309504,0.1601875,0.4186875,0.3691875
5494,2026-02-19 12:47:50.259,0.13005,7.1310005,5.38605,0.1601875,0.4186875,0.3691875
5495,2026-02-19 12:47:50.259,0.13005,7.1310005,5.38605,-0.00165,0.6177875,0.2883375
5496,2026-02-19 12:47:50.270,0.231,7.5070505,5.4580503,-0.00165,0.6177875,0.2883375
5497,2026-02-19 12:47:50.334,0.006,7.5259504,5.511,-0.00165,0.6177875,0.2883375
5498,2026-02-19 12:47:50.335,-0.29505002,7.3219504,6.387,-0.00165,0.6177875,0.2883375
5499,2026-02-19 12:47:50.336,-0.62295,7.39905,8.01795,-0.00165,0.6177875,0.2883375
5500,2026-02-19 12:47:50.337,-0.81705004,7.7029505,10.000051,-0.00165,0.6177875,0.2883375
5501,2026-02-19 12:47:50.337,-0.62295,8.050051,11.604,-0.00165,0.6177875,0.2883375
5502,2026-02-19 12:47:50.338,-0.20595,8.200951,11.803051,-0.00165,0.6177875,0.2883375
5503,2026-02-19 12:47:50.339,-0.075,8.09595,10.18395,-0.00165,0.6177875,0.2883375
5504,2026-02-19 12:47:50.339,-0.075,8.09595,10.18395,-0.0760375,-0.2165625,0.447975
5505,2026-02-19 12:47:50.351,0.07005,7.9110003,8.370001,-0.0760375,-0.2165625,0.447975
5506,2026-02-19 12:47:50.362,0.20400001,8.019,7.8960004,-0.0760375,-0.2165625,0.447975
5507,2026-02-19 12:47:50.415,0.291,8.554951,8.178,-0.0760375,-0.2165625,0.447975
5508,2026-02-19 12:47:50.416,0.762,9.424951,8.302951,-0.0760375,-0.2165625,0.447975
5509,2026-02-19 12:47:50.417,1.404,10.111951,7.8240004,-0.0760375,-0.2165625,0.447975
5510,2026-02-19 12:47:50.417,1.983,10.43295,6.4609504,-0.0760375,-0.2165625,0.447975
5511,2026-02-19 12:47:50.418,2.12205,10.155001,4.88595,-0.0760375,-0.2165625,0.447975
5512,2026-02-19 12:47:50.418,1.7509501,9.484051,4.1130004,-0.0760375,-0.2165625,0.447975
5513,2026-02-19 12:47:50.419,1.7509501,9.484051,4.1130004,-0.188925,-0.26455,0.2233
5514,2026-02-19 12:47:50.432,1.11405,9.1039505,5.31195,-0.188925,-0.26455,0.2233
5515,2026-02-19 12:47:50.456,0.51795,9.195001,7.70205,-0.188925,-0.26455,0.2233
5516,2026-02-19 12:47:50.457,0.35805002,9.30195,9.427951,-0.188925,-0.26455,0.2233
5517,2026-02-19 12:47:50.458,0.31905,9.07695,10.168051,-0.188925,-0.26455,0.2233
5518,2026-02-19 12:47:50.495,-0.039,8.52705,9.84195,-0.188925,-0.26455,0.2233
5519,2026-02-19 12:47:50.496,-0.16995001,8.2900505,9.1380005,-0.188925,-0.26455,0.2233
5520,2026-02-19 12:47:50.497,-0.22605,8.23695,8.39595,-0.188925,-0.26455,0.2233
5521,2026-02-19 12:47:50.497,-0.40695003,8.09595,7.6080003,-0.188925,-0.26455,0.2233
5522,2026-02-19 12:47:50.498,-0.40695003,8.09595,7.6080003,0.1590875,-0.16555,-0.190575
5523,2026-02-19 12:47:50.513,-0.46500003,8.092951,6.94005,0.1590875,-0.16555,-0.190575
5524,2026-02-19 12:47:50.557,-0.28995,8.46,6.5830503,0.1590875,-0.16555,-0.190575
5525,2026-02-19 12:47:50.558,-0.09105001,8.77305,5.7619505,0.1590875,-0.16555,-0.190575
5526,2026-02-19 12:47:50.559,0.13005,8.56995,4.5150003,0.1590875,-0.16555,-0.190575
5527,2026-02-19 12:47:50.560,0.16605,8.155951,3.6030002,0.1590875,-0.16555,-0.190575
5528,2026-02-19 12:47:50.561,-0.22305001,7.7250004,3.66,0.1590875,-0.16555,-0.190575
5529,2026-02-19 12:47:50.576,-0.81900007,7.1359506,4.88805,0.1590875,-0.16555,-0.190575
5530,2026-02-19 12:47:50.577,-1.5160501,6.49905,6.3559504,0.1590875,-0.16555,-0.190575
5531,2026-02-19 12:47:50.578,-1.5160501,6.49905,6.3559504,-0.1335125,0.447425,-0.2459875
5532,2026-02-19 12:47:50.592,-1.6500001,6.3120003,7.8169503,-0.1335125,0.447425,-0.2459875
5533,2026-02-19 12:47:50.657,-1.1380501,6.55905,9.088051,-0.1335125,0.447425,-0.2459875
5534,2026-02-19 12:47:50.658,-0.38805002,6.8820004,8.51295,-0.1335125,0.447425,-0.2459875
5535,2026-02-19 12:47:50.658,0.43695003,7.2049503,6.13605,-0.1335125,0.447425,-0.2459875
5536,2026-02-19 12:47:50.659,0.85995007,7.14795,4.005,-0.1335125,0.447425,-0.2459875
5537,2026-02-19 12:47:50.659,0.69495004,6.94605,2.3700001,-0.1335125,0.447425,-0.2459875
5538,2026-02-19 12:47:50.659,0.91095006,7.2739506,2.08695,-0.1335125,0.447425,-0.2459875
5539,2026-02-19 12:47:50.660,1.16505,7.9279504,2.9659503,-0.1335125,0.447425,-0.2459875
5540,2026-02-19 12:47:50.660,1.16505,7.9279504,2.9659503,-0.040975,-0.449625,-0.1054625
5541,2026-02-19 12:47:50.673,1.1550001,8.484,4.1989503,-0.040975,-0.449625,-0.1054625
5542,2026-02-19 12:47:50.741,1.059,8.680051,5.1780005,-0.040975,-0.449625,-0.1054625
5543,2026-02-19 12:47:50.742,0.90405005,8.401951,5.5729504,-0.040975,-0.449625,-0.1054625
5544,2026-02-19 12:47:50.743,0.56595004,8.005051,5.6520004,-0.040975,-0.449625,-0.1054625
5545,2026-02-19 12:47:50.743,0.058050003,7.6530004,6.1450505,-0.040975,-0.449625,-0.1054625
5546,2026-02-19 12:47:50.744,-0.37905002,7.3300505,7.4620504,-0.040975,-0.449625,-0.1054625
5547,2026-02-19 12:47:50.745,-0.75000006,7.1640005,9.069,-0.040975,-0.449625,-0.1054625
5548,2026-02-19 12:47:50.746,-0.80505,7.2979503,10.374001,-0.040975,-0.449625,-0.1054625
5549,2026-02-19 12:47:50.746,-0.80505,7.2979503,10.374001,-0.4092,0.531575,0.1489125
5550,2026-02-19 12:47:50.755,-0.47895002,7.6530004,10.848001,-0.4092,0.531575,0.1489125
5551,2026-02-19 12:47:50.819,-0.20595,7.7629504,9.63105,-0.4092,0.531575,0.1489125
5552,2026-02-19 12:47:50.821,-0.28500003,7.2310505,7.3020005,-0.4092,0.531575,0.1489125
5553,2026-02-19 12:47:50.822,-0.72105,6.5820003,6.2719502,-0.4092,0.531575,0.1489125
5554,2026-02-19 12:47:50.822,-1.2889501,6.23505,7.0909505,-0.4092,0.531575,0.1489125
5555,2026-02-19 12:47:50.823,-1.5880501,6.1800003,8.50605,-0.4092,0.531575,0.1489125
5556,2026-02-19 12:47:50.824,-1.1520001,6.3430505,9.117001,-0.4092,0.531575,0.1489125
5557,2026-02-19 12:47:50.825,-0.21795002,6.67605,8.470051,-0.4092,0.531575,0.1489125
5558,2026-02-19 12:47:50.826,-0.21795002,6.67605,8.470051,0.4538875,-0.1750375,0.3691875
5559,2026-02-19 12:47:50.835,0.76695,7.0609503,6.6979504,0.4538875,-0.1750375,0.3691875
5560,2026-02-19 12:47:50.857,1.263,7.07595,4.54605,0.4538875,-0.1750375,0.3691875
5561,2026-02-19 12:47:50.858,1.2940501,6.8869505,2.08005,0.4538875,-0.1750375,0.3691875
5562,2026-02-19 12:47:50.901,1.04505,6.7120504,0.31800002,0.4538875,-0.1750375,0.3691875
5563,2026-02-19 12:47:50.902,0.48900002,6.9799504,0.34605002,0.4538875,-0.1750375,0.3691875
5564,2026-02-19 12:47:50.903,0.058050003,7.62405,2.25495,0.4538875,-0.1750375,0.3691875
5565,2026-02-19 12:47:50.904,-0.051000003,8.091001,4.302,0.4538875,-0.1750375,0.3691875
5566,2026-02-19 12:47:50.905,0.26205,8.364,5.03205,0.4538875,-0.1750375,0.3691875
5567,2026-02-19 12:47:50.905,0.26205,8.364,5.03205,-0.2495625,0.234575,0.2585
5568,2026-02-19 12:47:50.920,0.77400005,8.335051,4.9549503,-0.2495625,0.234575,0.2585
5569,2026-02-19 12:47:50.958,1.143,8.1,4.18905,-0.2495625,0.234575,0.2585
5570,2026-02-19 12:47:50.960,1.4809501,8.27505,3.6100502,-0.2495625,0.234575,0.2585
5571,2026-02-19 12:47:50.961,1.7029501,8.58195,3.4090502,-0.2495625,0.234575,0.2585
5572,2026-02-19 12:47:50.962,1.4299501,8.44995,3.6340501,-0.2495625,0.234575,0.2585
5573,2026-02-19 12:47:50.982,0.77400005,8.09805,4.728,-0.2495625,0.234575,0.2585
5574,2026-02-19 12:47:50.983,0.11595,7.9399505,6.5599504,-0.2495625,0.234575,0.2585
5575,2026-02-19 12:47:50.984,-0.21105,7.8919506,9.14805,-0.2495625,0.234575,0.2585
5576,2026-02-19 12:47:50.985,-0.21105,7.8919506,9.14805,-1.429725,0.596475,0.0840125
5577,2026-02-19 12:47:50.994,-0.52500004,7.662,11.170951,-1.429725,0.596475,0.0840125
5578,2026-02-19 12:47:51.059,-0.83595,7.1790004,12.283951,-1.429725,0.596475,0.0840125
5579,2026-02-19 12:47:51.060,-0.78300005,6.6499505,12.27,-1.429725,0.596475,0.0840125
5580,2026-02-19 12:47:51.061,-0.74505,6.1399503,11.146951,-1.429725,0.596475,0.0840125
5581,2026-02-19 12:47:51.062,-0.81000006,5.874,9.736951,-1.429725,0.596475,0.0840125
5582,2026-02-19 12:47:51.062,-0.67800003,5.80695,9.106951,-1.429725,0.596475,0.0840125
5583,2026-02-19 12:47:51.063,-0.57705003,5.92605,8.841001,-1.429725,0.596475,0.0840125
5584,2026-02-19 12:47:51.063,-0.20595,6.372,8.022,-1.429725,0.596475,0.0840125
5585,2026-02-19 12:47:51.064,-0.20595,6.372,8.022,0.46667498,-0.1931875,-0.1373625
5586,2026-02-19 12:47:51.075,0.19005,6.8220005,6.576,0.46667498,-0.1931875,-0.1373625
5587,2026-02-19 12:47:51.144,0.32205,6.74805,4.611,0.46667498,-0.1931875,-0.1373625
5588,2026-02-19 12:47:51.145,0.054,6.2520003,2.7139502,0.46667498,-0.1931875,-0.1373625
5589,2026-02-19 12:47:51.146,-0.40695003,5.8429503,1.8259501,0.46667498,-0.1931875,-0.1373625
5590,2026-02-19 12:47:51.146,-0.86505,5.6989503,2.7840002,0.46667498,-0.1931875,-0.1373625
5591,2026-02-19 12:47:51.147,-1.353,5.6920505,5.14905,0.46667498,-0.1931875,-0.1373625
5592,2026-02-19 12:47:51.147,-1.5880501,5.8120503,6.6169505,0.46667498,-0.1931875,-0.1373625
5593,2026-02-19 12:47:51.148,-1.1380501,6.051,6.6600003,0.46667498,-0.1931875,-0.1373625
5594,2026-02-19 12:47:51.149,-1.1380501,6.051,6.6600003,0.728475,0.5071,-0.100099996
5595,2026-02-19 12:47:51.158,-0.61800003,5.9290504,5.4199505,0.728475,0.5071,-0.100099996
5596,2026-02-19 12:47:51.224,-0.18705001,5.75895,3.7060502,0.728475,0.5071,-0.100099996
5597,2026-02-19 12:47:51.225,-0.063,5.76795,2.6520002,0.728475,0.5071,-0.100099996
5598,2026-02-19 12:47:51.226,-0.20205002,5.859,2.262,0.728475,0.5071,-0.100099996
5599,2026-02-19 12:47:51.226,-0.11805001,6.16305,2.30205,0.728475,0.5071,-0.100099996
5600,2026-02-19 12:47:51.227,0.291,6.5269504,2.5110002,0.728475,0.5071,-0.100099996
5601,2026-02-19 12:47:51.227,0.76695,6.702,3.0610502,0.728475,0.5071,-0.100099996
5602,2026-02-19 12:47:51.228,1.07595,6.69705,3.5790002,0.728475,0.5071,-0.100099996
5603,2026-02-19 12:47:51.228,1.07595,6.69705,3.5790002,0.2794,0.0100375,0.1711875
5604,2026-02-19 12:47:51.236,0.95100003,6.5470505,3.7180502,0.2794,0.0100375,0.1711875
5605,2026-02-19 12:47:51.256,0.64005005,6.4339504,3.9619503,0.2794,0.0100375,0.1711875
5606,2026-02-19 12:47:51.257,0.537,6.54405,4.737,0.2794,0.0100375,0.1711875
5607,2026-02-19 12:47:51.305,0.64995,6.8629503,5.544,0.2794,0.0100375,0.1711875
5608,2026-02-19 12:47:51.306,0.77895004,7.10895,5.769,0.2794,0.0100375,0.1711875
5609,2026-02-19 12:47:51.307,0.80505,7.2960005,5.6520004,0.2794,0.0100375,0.1711875
5610,2026-02-19 12:47:51.308,0.75000006,7.3219504,5.2450504,0.2794,0.0100375,0.1711875
5611,2026-02-19 12:47:51.309,0.813,7.3819504,5.1450005,0.2794,0.0100375,0.1711875
5612,2026-02-19 12:47:51.310,0.813,7.3819504,5.1450005,0.16445,0.1186625,0.1329625
5613,2026-02-19 12:47:51.318,0.98295003,7.9740005,5.70195,0.16445,0.1186625,0.1329625
5614,2026-02-19 12:47:51.356,1.1530501,8.79195,6.16695,0.16445,0.1186625,0.1329625
5615,2026-02-19 12:47:51.357,1.15695,9.01305,5.9110503,0.16445,0.1186625,0.1329625
5616,2026-02-19 12:47:51.358,0.60195005,8.74005,5.59905,0.16445,0.1186625,0.1329625
5617,2026-02-19 12:47:51.358,-0.17505,8.491051,6.3420005,0.16445,0.1186625,0.1329625
5618,2026-02-19 12:47:51.379,-0.52995,8.58405,8.70705,0.16445,0.1186625,0.1329625
5619,2026-02-19 12:47:51.380,-0.47700003,8.89995,11.170951,0.16445,0.1186625,0.1329625
5620,2026-02-19 12:47:51.390,-0.123,9.24495,12.670051,0.16445,0.1186625,0.1329625
5621,2026-02-19 12:47:51.391,-0.123,9.24495,12.670051,-0.39214998,0.171875,0.1808125
5622,2026-02-19 12:47:51.399,0.25005,9.4480505,12.33705,-0.39214998,0.171875,0.1808125
5623,2026-02-19 12:47:51.457,0.54405004,9.561001,10.18395,-0.39214998,0.171875,0.1808125
5624,2026-02-19 12:47:51.458,0.453,9.295051,8.002951,-0.39214998,0.171875,0.1808125
5625,2026-02-19 12:47:51.458,-0.27600002,8.577001,7.3780503,-0.39214998,0.171875,0.1808125
5626,2026-02-19 12:47:51.459,-0.90105003,7.7580004,8.887051,-0.39214998,0.171875,0.1808125
5627,2026-02-19 12:47:51.460,-1.0180501,7.452,11.406,-0.39214998,0.171875,0.1808125
5628,2026-02-19 12:47:51.460,-0.25395,7.899,12.406051,-0.39214998,0.171875,0.1808125
5629,2026-02-19 12:47:51.466,0.537,8.328,10.780951,-0.39214998,0.171875,0.1808125
5630,2026-02-19 12:47:51.467,0.537,8.328,10.780951,0.0919875,-0.7145875,0.0584375
5631,2026-02-19 12:47:51.478,0.69495004,7.899,7.9960504,0.0919875,-0.7145875,0.0584375
5632,2026-02-19 12:47:51.548,0.48705003,7.116,5.5750504,0.0919875,-0.7145875,0.0584375
5633,2026-02-19 12:47:51.550,0.25995,6.6780005,4.5990005,0.0919875,-0.7145875,0.0584375
5634,2026-02-19 12:47:51.550,-0.060000002,6.4219503,5.4529505,0.0919875,-0.7145875,0.0584375
5635,2026-02-19 12:47:51.551,-0.18,6.5059505,7.18905,0.0919875,-0.7145875,0.0584375
5636,2026-02-19 12:47:51.552,0.23295002,7.03695,8.05395,0.0919875,-0.7145875,0.0584375
5637,2026-02-19 12:47:51.553,0.78900003,7.188,6.8760004,0.0919875,-0.7145875,0.0584375
5638,2026-02-19 12:47:51.553,0.68100005,6.9300003,5.3980503,0.0919875,-0.7145875,0.0584375
5639,2026-02-19 12:47:51.554,0.68100005,6.9300003,5.3980503,0.5071,-0.4538875,-0.3683625
5640,2026-02-19 12:47:51.566,0.21405001,6.7429504,5.1780005,0.5071,-0.4538875,-0.3683625
5641,2026-02-19 12:47:51.596,-0.14400001,6.4960504,5.3380504,0.5071,-0.4538875,-0.3683625
5642,2026-02-19 12:47:51.597,-0.47505003,6.42,5.2710004,0.5071,-0.4538875,-0.3683625
5643,2026-02-19 12:47:51.598,-0.75000006,6.58995,5.35305,0.5071,-0.4538875,-0.3683625
5644,2026-02-19 12:47:51.629,-0.86205006,6.9940505,5.9350505,0.5071,-0.4538875,-0.3683625
5645,2026-02-19 12:47:51.631,-0.74505,7.3390503,6.1380005,0.5071,-0.4538875,-0.3683625
5646,2026-02-19 12:47:51.631,-0.64905006,7.2790504,5.7240005,0.5071,-0.4538875,-0.3683625
5647,2026-02-19 12:47:51.632,-0.795,6.8650503,5.18295,0.5071,-0.4538875,-0.3683625
5648,2026-02-19 12:47:51.633,-0.795,6.8650503,5.18295,0.22825,-0.5922125,-0.34705
5649,2026-02-19 12:47:51.642,-1.11105,6.4680004,5.4889503,0.22825,-0.5922125,-0.34705
5650,2026-02-19 12:47:51.656,-1.4779501,6.1660504,6.1410003,0.22825,-0.5922125,-0.34705
5651,2026-02-19 12:47:51.709,-1.7340001,6.0079503,6.7060504,0.22825,-0.5922125,-0.34705
5652,2026-02-19 12:47:51.710,-1.66005,5.80695,7.3810506,0.22825,-0.5922125,-0.34705
5653,2026-02-19 12:47:51.711,-1.24995,5.589,7.1580005,0.22825,-0.5922125,-0.34705
5654,2026-02-19 12:47:51.712,-0.78105,5.682,5.9539504,0.22825,-0.5922125,-0.34705
5655,2026-02-19 12:47:51.713,-0.34305,5.8450503,4.821,0.22825,-0.5922125,-0.34705
5656,2026-02-19 12:47:51.713,-0.22995001,5.886,3.8800502,0.22825,-0.5922125,-0.34705
5657,2026-02-19 12:47:51.714,-0.22995001,5.886,3.8800502,0.7337,-0.7412625,-0.045925
5658,2026-02-19 12:47:51.721,-0.34305,6.0079503,2.8170002,0.7337,-0.7412625,-0.045925
5659,2026-02-19 12:47:51.781,-0.273,6.2419505,2.14395,0.7337,-0.7412625,-0.045925
5660,2026-02-19 12:47:51.782,-0.40005,6.3120003,1.89495,0.7337,-0.7412625,-0.045925
5661,2026-02-19 12:47:51.783,-0.57000005,6.123,1.8259501,0.7337,-0.7412625,-0.045925
5662,2026-02-19 12:47:51.784,-0.96300006,6.0270004,2.3719501,0.7337,-0.7412625,-0.045925
5663,2026-02-19 12:47:51.784,-1.6720501,6.156,3.5710502,0.7337,-0.7412625,-0.045925
5664,2026-02-19 12:47:51.785,-2.3710501,6.2760005,5.0890503,0.7337,-0.7412625,-0.045925
5665,2026-02-19 12:47:51.791,-2.2729502,6.0150003,6.3630004,0.7337,-0.7412625,-0.045925
5666,2026-02-19 12:47:51.792,-2.2729502,6.0150003,6.3630004,0.5412,1.0104874,0.8831625
5667,2026-02-19 12:47:51.802,-1.81305,5.6650505,6.6480002,0.5412,1.0104874,0.8831625
5668,2026-02-19 12:47:51.873,-1.0320001,5.51205,6.74595,0.5412,1.0104874,0.8831625
5669,2026-02-19 12:47:51.874,-0.036000002,5.1940503,6.7390504,0.5412,1.0104874,0.8831625
5670,2026-02-19 12:47:51.875,0.85305005,5.3160005,6.3439503,0.5412,1.0104874,0.8831625
5671,2026-02-19 12:47:51.876,1.07805,6.07695,6.04995,0.5412,1.0104874,0.8831625
5672,2026-02-19 12:47:51.877,1.0999501,6.8220005,5.7619505,0.5412,1.0104874,0.8831625
