Serial No.,Timestamp (yyyy-MM-dd HH:mm:ss.SSS),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
10553,2026-02-19 12:48:35.765,0.73605,7.2289505,6.45195,-0.17613749,-0.2261875,0.1563375
10554,2026-02-19 12:48:35.833,0.43395,7.00605,6.7510505,-0.17613749,-0.2261875,0.1563375
10555,2026-02-19 12:48:35.834,-0.027,6.7980003,7.4929504,-0.17613749,-0.2261875,0.1563375
10556,2026-02-19 12:48:35.834,-0.41505003,6.6469502,8.443951,-0.17613749,-0.2261875,0.1563375
10557,2026-02-19 12:48:35.835,-0.68295,6.4680004,9.10005,-0.17613749,-0.2261875,0.1563375
10558,2026-02-19 12:48:35.835,-0.76695,6.3480005,9.162001,-0.17613749,-0.2261875,0.1563375
10559,2026-02-19 12:48:35.836,-0.68295,6.216,8.752951,-0.17613749,-0.2261875,0.1563375
10560,2026-02-19 12:48:35.846,-0.51000005,6.0700502,8.32695,-0.17613749,-0.2261875,0.1563375
10561,2026-02-19 12:48:35.847,-0.40695003,6.1249504,7.5600004,-0.17613749,-0.2261875,0.1563375
10562,2026-02-19 12:48:35.848,-0.40695003,6.1249504,7.5600004,0.19745,-0.418825,0.19139999
10563,2026-02-19 12:48:35.855,-0.20205002,6.2779503,6.8280005,0.19745,-0.418825,0.19139999
10564,2026-02-19 12:48:35.875,-0.079050004,6.4680004,5.997,0.19745,-0.418825,0.19139999
10565,2026-02-19 12:48:35.913,0.06105,6.6280503,5.23995,0.19745,-0.418825,0.19139999
10566,2026-02-19 12:48:35.914,0.20400001,6.6450005,4.61805,0.19745,-0.418825,0.19139999
10567,2026-02-19 12:48:35.915,0.291,6.6210003,4.2730503,0.19745,-0.418825,0.19139999
10568,2026-02-19 12:48:35.916,0.33900002,6.5779505,4.57905,0.19745,-0.418825,0.19139999
10569,2026-02-19 12:48:35.926,0.19500001,6.5179505,5.27895,0.19745,-0.418825,0.19139999
10570,2026-02-19 12:48:35.927,0.058050003,6.45795,6.0589504,0.19745,-0.418825,0.19139999
10571,2026-02-19 12:48:35.928,0.058050003,6.45795,6.0589504,-0.0526625,0.0878625,0.2946625
10572,2026-02-19 12:48:35.955,-0.05595,6.39795,6.5280004,-0.0526625,0.0878625,0.2946625
10573,2026-02-19 12:48:35.956,-0.072000004,6.3240004,6.6070504,-0.0526625,0.0878625,0.2946625
10574,2026-02-19 12:48:35.994,0.0,6.31395,6.5620503,-0.0526625,0.0878625,0.2946625
10575,2026-02-19 12:48:35.995,0.29295,6.36,6.3300004,-0.0526625,0.0878625,0.2946625
10576,2026-02-19 12:48:35.996,0.65505004,6.453,6.0589504,-0.0526625,0.0878625,0.2946625
10577,2026-02-19 12:48:35.997,0.88005006,6.5560503,5.7960005,-0.0526625,0.0878625,0.2946625
10578,2026-02-19 12:48:36.007,1.0020001,6.55905,5.6140504,-0.0526625,0.0878625,0.2946625
10579,2026-02-19 12:48:36.008,0.93000007,6.465,5.7000003,-0.0526625,0.0878625,0.2946625
10580,2026-02-19 12:48:36.009,0.93000007,6.465,5.7000003,-0.1942875,0.0633875,0.3436125
10581,2026-02-19 12:48:36.056,0.61905,6.3430505,6.3630004,-0.1942875,0.0633875,0.3436125
10582,2026-02-19 12:48:36.058,0.20400001,6.2520003,7.3830004,-0.1942875,0.0633875,0.3436125
10583,2026-02-19 12:48:36.059,-0.132,6.1729503,8.21205,-0.1942875,0.0633875,0.3436125
10584,2026-02-19 12:48:36.060,-0.24495001,6.123,8.80095,-0.1942875,0.0633875,0.3436125
10585,2026-02-19 12:48:36.076,-0.24000001,6.0679502,9.30105,-0.1942875,0.0633875,0.3436125
10586,2026-02-19 12:48:36.077,-0.156,6.1320004,8.87205,-0.1942875,0.0633875,0.3436125
10587,2026-02-19 12:48:36.089,0.13695,6.2860503,7.9630504,-0.1942875,0.0633875,0.3436125
10588,2026-02-19 12:48:36.090,0.45795003,6.4080005,6.9430504,-0.1942875,0.0633875,0.3436125
10589,2026-02-19 12:48:36.091,0.45795003,6.4080005,6.9430504,0.1772375,-0.2187625,0.2563
10590,2026-02-19 12:48:36.155,0.62295,6.5179505,6.1519504,0.1772375,-0.2187625,0.2563
10591,2026-02-19 12:48:36.156,0.762,6.6730504,5.7910504,0.1772375,-0.2187625,0.2563
10592,2026-02-19 12:48:36.157,0.84900004,6.7930503,5.71395,0.1772375,-0.2187625,0.2563
10593,2026-02-19 12:48:36.157,0.87495005,6.978,5.913,0.1772375,-0.2187625,0.2563
10594,2026-02-19 12:48:36.158,0.85995007,7.1260505,6.2959504,0.1772375,-0.2187625,0.2563
10595,2026-02-19 12:48:36.158,0.84900004,7.1569505,6.4110003,0.1772375,-0.2187625,0.2563
10596,2026-02-19 12:48:36.170,0.81705004,7.0969505,6.3300004,0.1772375,-0.2187625,0.2563
10597,2026-02-19 12:48:36.171,0.70695,7.0849504,6.3970504,0.1772375,-0.2187625,0.2563
10598,2026-02-19 12:48:36.171,0.70695,7.0849504,6.3970504,-0.076175,0.082499996,0.120175
10599,2026-02-19 12:48:36.235,0.59505004,7.1950502,6.73395,-0.076175,0.082499996,0.120175
10600,2026-02-19 12:48:36.236,0.55905,7.3080006,7.01205,-0.076175,0.082499996,0.120175
10601,2026-02-19 12:48:36.237,0.48495004,7.3369503,7.2709503,-0.076175,0.082499996,0.120175
10602,2026-02-19 12:48:36.237,0.44895002,7.3219504,7.39305,-0.076175,0.082499996,0.120175
10603,2026-02-19 12:48:36.238,0.46305,7.2580504,7.5000005,-0.076175,0.082499996,0.120175
10604,2026-02-19 12:48:36.238,0.40305,7.26,7.8139505,-0.076175,0.082499996,0.120175
10605,2026-02-19 12:48:36.251,0.31905,7.2700505,8.26395,-0.076175,0.082499996,0.120175
10606,2026-02-19 12:48:36.252,0.28605002,7.1790004,8.644951,-0.076175,0.082499996,0.120175
10607,2026-02-19 12:48:36.253,0.28605002,7.1790004,8.644951,-0.32615,0.071775,0.0988625
10608,2026-02-19 12:48:36.275,0.25005,7.04505,8.92695,-0.32615,0.071775,0.0988625
10609,2026-02-19 12:48:36.276,0.171,6.9220505,9.13605,-0.32615,0.071775,0.0988625
10610,2026-02-19 12:48:36.316,0.02205,6.8509502,9.174001,-0.32615,0.071775,0.0988625
10611,2026-02-19 12:48:36.317,-0.17805001,6.81195,9.121051,-0.32615,0.071775,0.0988625
10612,2026-02-19 12:48:36.318,-0.37905002,6.76905,9.2029505,-0.32615,0.071775,0.0988625
10613,2026-02-19 12:48:36.318,-0.47205,6.762,9.258,-0.32615,0.071775,0.0988625
10614,2026-02-19 12:48:36.332,-0.42900002,6.70905,9.150001,-0.32615,0.071775,0.0988625
10615,2026-02-19 12:48:36.333,-0.30900002,6.6610503,8.875051,-0.32615,0.071775,0.0988625
10616,2026-02-19 12:48:36.334,-0.30900002,6.6610503,8.875051,0.0867625,-0.0611875,-0.0064625
10617,2026-02-19 12:48:36.357,-0.20205002,6.6280503,8.523001,0.0867625,-0.0611875,-0.0064625
10618,2026-02-19 12:48:36.358,-0.21795002,6.55905,8.0460005,0.0867625,-0.0611875,-0.0064625
10619,2026-02-19 12:48:36.399,-0.36195,6.5680504,7.7260504,0.0867625,-0.0611875,-0.0064625
10620,2026-02-19 12:48:36.400,-0.52500004,6.642,7.6590004,0.0867625,-0.0611875,-0.0064625
10621,2026-02-19 12:48:36.401,-0.55395,6.7189503,7.5480003,0.0867625,-0.0611875,-0.0064625
10622,2026-02-19 12:48:36.402,-0.56100005,6.6829505,7.2370505,0.0867625,-0.0611875,-0.0064625
10623,2026-02-19 12:48:36.412,-0.65895003,6.5200505,6.97905,0.0867625,-0.0611875,-0.0064625
10624,2026-02-19 12:48:36.413,-0.76695,6.4459505,6.9330006,0.0867625,-0.0611875,-0.0064625
10625,2026-02-19 12:48:36.414,-0.76695,6.4459505,6.9330006,0.270875,0.0537625,-0.060775
10626,2026-02-19 12:48:36.457,-0.80505,6.54195,6.84705,0.270875,0.0537625,-0.060775
10627,2026-02-19 12:48:36.458,-0.82905006,6.597,6.6190505,0.270875,0.0537625,-0.060775
10628,2026-02-19 12:48:36.458,-0.80295,6.5179505,6.282,0.270875,0.0537625,-0.060775
10629,2026-02-19 12:48:36.459,-0.75900006,6.36,6.0810003,0.270875,0.0537625,-0.060775
10630,2026-02-19 12:48:36.477,-0.78105,6.2260504,6.1380005,0.270875,0.0537625,-0.060775
10631,2026-02-19 12:48:36.477,-0.795,6.1009502,6.31995,0.270875,0.0537625,-0.060775
10632,2026-02-19 12:48:36.494,-0.88905007,5.9430003,6.603,0.270875,0.0537625,-0.060775
10633,2026-02-19 12:48:36.494,-1.0639501,5.77995,7.077,0.270875,0.0537625,-0.060775
10634,2026-02-19 12:48:36.495,-1.0639501,5.77995,7.077,-0.0686125,0.0303875,0.095699996
10635,2026-02-19 12:48:36.556,-1.02495,5.67,7.623,-0.0686125,0.0303875,0.095699996
10636,2026-02-19 12:48:36.557,-0.92205006,5.55105,7.8169503,-0.0686125,0.0303875,0.095699996
10637,2026-02-19 12:48:36.558,-0.79995006,5.4760504,7.6180506,-0.0686125,0.0303875,0.095699996
10638,2026-02-19 12:48:36.559,-0.68295,5.4240003,7.2730503,-0.0686125,0.0303875,0.095699996
10639,2026-02-19 12:48:36.559,-0.666,5.39295,6.9570003,-0.0686125,0.0303875,0.095699996
10640,2026-02-19 12:48:36.560,-0.74700004,5.445,6.63105,-0.0686125,0.0303875,0.095699996
10641,2026-02-19 12:48:36.574,-0.76395005,5.5789504,6.4300504,-0.0686125,0.0303875,0.095699996
10642,2026-02-19 12:48:36.574,-0.71595,5.6800504,6.3420005,-0.0686125,0.0303875,0.095699996
10643,2026-02-19 12:48:36.575,-0.71595,5.6800504,6.3420005,0.2580875,0.0367125,0.0732875
10644,2026-02-19 12:48:36.637,-0.64005005,5.77605,6.267,0.2580875,0.0367125,0.0732875
10645,2026-02-19 12:48:36.638,-0.54195005,5.82105,6.1930504,0.2580875,0.0367125,0.0732875
10646,2026-02-19 12:48:36.639,-0.47700003,5.802,6.22695,0.2580875,0.0367125,0.0732875
10647,2026-02-19 12:48:36.639,-0.48405004,5.8039503,6.3370504,0.2580875,0.0367125,0.0732875
10648,2026-02-19 12:48:36.640,-0.49800003,5.8690505,6.4399505,0.2580875,0.0367125,0.0732875
10649,2026-02-19 12:48:36.640,-0.49095002,5.9670005,6.492,0.2580875,0.0367125,0.0732875
10650,2026-02-19 12:48:36.654,-0.46305,6.0820503,6.3850503,0.2580875,0.0367125,0.0732875
10651,2026-02-19 12:48:36.655,-0.34800002,6.1870503,6.2050505,0.2580875,0.0367125,0.0732875
10652,2026-02-19 12:48:36.656,-0.34800002,6.1870503,6.2050505,0.03025,0.073975,0.083875
10653,2026-02-19 12:48:36.677,-0.31395,6.25005,6.1069503,0.03025,0.073975,0.083875
10654,2026-02-19 12:48:36.718,-0.35700002,6.36705,6.1600504,0.03025,0.073975,0.083875
10655,2026-02-19 12:48:36.719,-0.35205,6.5200505,6.32205,0.03025,0.073975,0.083875
10656,2026-02-19 12:48:36.720,-0.36195,6.6330004,6.61005,0.03025,0.073975,0.083875
10657,2026-02-19 12:48:36.721,-0.36405003,6.6520505,6.9469504,0.03025,0.073975,0.083875
10658,2026-02-19 12:48:36.722,-0.372,6.56295,7.22805,0.03025,0.073975,0.083875
10659,2026-02-19 12:48:36.738,-0.35205,6.5059505,7.4500504,0.03025,0.073975,0.083875
10660,2026-02-19 12:48:36.739,-0.31905,6.525,7.7419505,0.03025,0.073975,0.083875
10661,2026-02-19 12:48:36.740,-0.31905,6.525,7.7419505,-0.45815,0.039875,0.0796125
10662,2026-02-19 12:48:36.755,-0.324,6.465,8.145,-0.45815,0.039875,0.0796125
10663,2026-02-19 12:48:36.756,-0.34500003,6.3810005,8.40795,-0.45815,0.039875,0.0796125
10664,2026-02-19 12:48:36.799,-0.35505003,6.4099503,8.470051,-0.45815,0.039875,0.0796125
10665,2026-02-19 12:48:36.800,-0.37395,6.4120502,8.41695,-0.45815,0.039875,0.0796125
10666,2026-02-19 12:48:36.801,-0.42195,6.3570004,8.307,-0.45815,0.039875,0.0796125
10667,2026-02-19 12:48:36.802,-0.43605003,6.3409505,8.20005,-0.45815,0.039875,0.0796125
10668,2026-02-19 12:48:36.817,-0.44295,6.42705,8.157001,-0.45815,0.039875,0.0796125
10669,2026-02-19 12:48:36.818,-0.43395,6.54405,8.121,-0.45815,0.039875,0.0796125
10670,2026-02-19 12:48:36.819,-0.43395,6.54405,8.121,-0.219725,-0.0484,-0.100237496
10671,2026-02-19 12:48:36.855,-0.582,6.55905,8.034,-0.219725,-0.0484,-0.100237496
10672,2026-02-19 12:48:36.856,-0.81000006,6.4560003,8.061001,-0.219725,-0.0484,-0.100237496
10673,2026-02-19 12:48:36.857,-1.0849501,6.432,8.443951,-0.219725,-0.0484,-0.100237496
10674,2026-02-19 12:48:36.880,-1.3480501,6.4459505,9.009001,-0.219725,-0.0484,-0.100237496
10675,2026-02-19 12:48:36.881,-1.542,6.3690004,9.31995,-0.219725,-0.0484,-0.100237496
10676,2026-02-19 12:48:36.882,-1.6639501,6.3190503,9.330001,-0.219725,-0.0484,-0.100237496
10677,2026-02-19 12:48:36.899,-1.7670001,6.3169503,9.283951,-0.219725,-0.0484,-0.100237496
10678,2026-02-19 12:48:36.900,-1.83,6.288,9.02295,-0.219725,-0.0484,-0.100237496
10679,2026-02-19 12:48:36.901,-1.83,6.288,9.02295,0.054725,-0.1420375,-0.043725
10680,2026-02-19 12:48:36.914,-1.83,6.30705,8.619,0.054725,-0.1420375,-0.043725
10681,2026-02-19 12:48:36.957,-1.75995,6.3690004,8.08005,0.054725,-0.1420375,-0.043725
10682,2026-02-19 12:48:36.958,-1.6720501,6.4339504,7.5049505,0.054725,-0.1420375,-0.043725
10683,2026-02-19 12:48:36.959,-1.57395,6.5080504,6.9930005,0.054725,-0.1420375,-0.043725
10684,2026-02-19 12:48:36.959,-1.4269501,6.492,6.5599504,0.054725,-0.1420375,-0.043725
10685,2026-02-19 12:48:36.960,-1.2720001,6.3840003,6.1639504,0.054725,-0.1420375,-0.043725
10686,2026-02-19 12:48:36.980,-1.23405,6.2980504,6.0540004,0.054725,-0.1420375,-0.043725
10687,2026-02-19 12:48:36.981,-1.32,6.2260504,6.18795,0.054725,-0.1420375,-0.043725
10688,2026-02-19 12:48:36.982,-1.32,6.2260504,6.18795,0.138875,0.0378125,0.24255
10689,2026-02-19 12:48:37.043,-1.38705,6.1969504,6.30105,0.138875,0.0378125,0.24255
10690,2026-02-19 12:48:37.044,-1.3920001,6.16095,6.399,0.138875,0.0378125,0.24255
10691,2026-02-19 12:48:37.044,-1.3080001,6.084,6.4300504,0.138875,0.0378125,0.24255
10692,2026-02-19 12:48:37.045,-1.22895,5.9890504,6.366,0.138875,0.0378125,0.24255
10693,2026-02-19 12:48:37.046,-1.16205,5.9929504,6.222,0.138875,0.0378125,0.24255
10694,2026-02-19 12:48:37.046,-0.95595,6.05595,6.057,0.138875,0.0378125,0.24255
10695,2026-02-19 12:48:37.055,-0.81705004,6.0529504,5.93895,0.138875,0.0378125,0.24255
10696,2026-02-19 12:48:37.060,-0.70905006,6.0409503,5.9230504,0.138875,0.0378125,0.24255
10697,2026-02-19 12:48:37.061,-0.70905006,6.0409503,5.9230504,-0.13255,-0.056925,0.381975
10698,2026-02-19 12:48:37.117,-0.642,5.9550004,6.0330005,-0.13255,-0.056925,0.381975
10699,2026-02-19 12:48:37.118,-0.66405004,5.91195,6.3130503,-0.13255,-0.056925,0.381975
10700,2026-02-19 12:48:37.118,-0.70905006,5.8639503,6.6910505,-0.13255,-0.056925,0.381975
10701,2026-02-19 12:48:37.119,-0.72405005,5.826,7.1370006,-0.13255,-0.056925,0.381975
10702,2026-02-19 12:48:37.120,-0.75495005,5.742,7.4410505,-0.13255,-0.056925,0.381975
10703,2026-02-19 12:48:37.126,-0.76905006,5.6920505,7.6129503,-0.13255,-0.056925,0.381975
10704,2026-02-19 12:48:37.142,-0.80295,5.6970005,7.6440005,-0.13255,-0.056925,0.381975
10705,2026-02-19 12:48:37.143,-0.9289501,5.73705,7.5439506,-0.13255,-0.056925,0.381975
10706,2026-02-19 12:48:37.144,-0.9289501,5.73705,7.5439506,-0.24213749,-0.0430375,0.2915
10707,2026-02-19 12:48:37.155,-1.0129501,5.7709503,7.5409503,-0.24213749,-0.0430375,0.2915
10708,2026-02-19 12:48:37.204,-1.1020501,5.76795,7.60305,-0.24213749,-0.0430375,0.2915
10709,2026-02-19 12:48:37.205,-1.16205,5.7439504,7.6780505,-0.24213749,-0.0430375,0.2915
10710,2026-02-19 12:48:37.206,-1.13505,5.7229505,7.6489506,-0.24213749,-0.0430375,0.2915
10711,2026-02-19 12:48:37.206,-1.1230501,5.6730003,7.5679502,-0.24213749,-0.0430375,0.2915
10712,2026-02-19 12:48:37.207,-1.21395,5.65395,7.7110505,-0.24213749,-0.0430375,0.2915
10713,2026-02-19 12:48:37.222,-1.2570001,5.6730003,7.7899504,-0.24213749,-0.0430375,0.2915
10714,2026-02-19 12:48:37.223,-1.2600001,5.73495,7.6729503,-0.24213749,-0.0430375,0.2915
10715,2026-02-19 12:48:37.224,-1.2600001,5.73495,7.6729503,-0.0708125,0.0165,0.333025
10716,2026-02-19 12:48:37.256,-1.21395,5.847,7.45305,-0.0708125,0.0165,0.333025
10717,2026-02-19 12:48:37.257,-1.18605,5.847,7.1680503,-0.0708125,0.0165,0.333025
10718,2026-02-19 12:48:37.257,-1.18605,5.8570504,7.0290003,-0.0708125,0.0165,0.333025
10719,2026-02-19 12:48:37.285,-1.19505,5.94105,7.04295,-0.0708125,0.0165,0.333025
10720,2026-02-19 12:48:37.286,-1.33605,6.0319505,7.1340003,-0.0708125,0.0165,0.333025
10721,2026-02-19 12:48:37.287,-1.3960501,6.1039505,7.1800504,-0.0708125,0.0165,0.333025
10722,2026-02-19 12:48:37.303,-1.30305,6.183,7.2400503,-0.0708125,0.0165,0.333025
10723,2026-02-19 12:48:37.305,-1.143,6.2689505,7.3069506,-0.0708125,0.0165,0.333025
10724,2026-02-19 12:48:37.306,-1.143,6.2689505,7.3069506,-0.1123375,0.1186625,0.4819375
10725,2026-02-19 12:48:37.316,-0.9889501,6.2779503,7.27995,-0.1123375,0.1186625,0.4819375
10726,2026-02-19 12:48:37.355,-0.88605005,6.2640004,7.2990003,-0.1123375,0.1186625,0.4819375
10727,2026-02-19 12:48:37.356,-0.92505,6.216,7.5030003,-0.1123375,0.1186625,0.4819375
10728,2026-02-19 12:48:37.357,-1.0830001,6.1660504,8.0130005,-0.1123375,0.1186625,0.4819375
10729,2026-02-19 12:48:37.358,-1.2379501,6.144,8.63805,-0.1123375,0.1186625,0.4819375
10730,2026-02-19 12:48:37.365,-1.3099501,6.168,9.222,-0.1123375,0.1186625,0.4819375
10731,2026-02-19 12:48:37.385,-1.296,6.1870503,9.519,-0.1123375,0.1186625,0.4819375
10732,2026-02-19 12:48:37.386,-1.176,6.2110505,9.48795,-0.1123375,0.1186625,0.4819375
10733,2026-02-19 12:48:37.386,-1.176,6.2110505,9.48795,-0.3251875,-0.054725,0.5245625
10734,2026-02-19 12:48:37.446,-0.95295006,6.2040005,9.267,-0.3251875,-0.054725,0.5245625
10735,2026-02-19 12:48:37.447,-0.75000006,6.168,8.974951,-0.3251875,-0.054725,0.5245625
10736,2026-02-19 12:48:37.447,-0.67095006,6.183,8.56095,-0.3251875,-0.054725,0.5245625
10737,2026-02-19 12:48:37.447,-0.67605,6.1750503,8.323951,-0.3251875,-0.054725,0.5245625
10738,2026-02-19 12:48:37.448,-0.78300005,6.1060505,8.358001,-0.3251875,-0.054725,0.5245625
10739,2026-02-19 12:48:37.448,-0.93900007,6.0010505,8.68605,-0.3251875,-0.054725,0.5245625
10740,2026-02-19 12:48:37.455,-1.0870501,5.9380503,9.241051,-0.3251875,-0.054725,0.5245625
10741,2026-02-19 12:48:37.465,-1.2,5.8980002,9.595051,-0.3251875,-0.054725,0.5245625
10742,2026-02-19 12:48:37.465,-1.2,5.8980002,9.595051,0.0176,0.3378375,0.462825
10743,2026-02-19 12:48:37.514,-1.26195,5.94105,9.801001,0.0176,0.3378375,0.462825
10744,2026-02-19 12:48:37.515,-1.22895,6.0490503,9.69795,0.0176,0.3378375,0.462825
10745,2026-02-19 12:48:37.515,-1.14705,6.1750503,9.17895,0.0176,0.3378375,0.462825
10746,2026-02-19 12:48:37.516,-0.96795005,6.30705,8.41695,0.0176,0.3378375,0.462825
10747,2026-02-19 12:48:37.527,-0.80505,6.36705,7.6800003,0.0176,0.3378375,0.462825
10748,2026-02-19 12:48:37.528,-0.75195,6.33795,7.0789504,0.0176,0.3378375,0.462825
10749,2026-02-19 12:48:37.546,-0.74295,6.4009504,6.8490005,0.0176,0.3378375,0.462825
10750,2026-02-19 12:48:37.547,-0.84795004,6.4410005,6.9880505,0.0176,0.3378375,0.462825
10751,2026-02-19 12:48:37.548,-0.84795004,6.4410005,6.9880505,0.32835,0.548625,0.4862
10752,2026-02-19 12:48:37.557,-1.047,6.35505,7.3690505,0.32835,0.548625,0.4862
10753,2026-02-19 12:48:37.608,-1.2430501,6.26595,7.7730002,0.32835,0.548625,0.4862
10754,2026-02-19 12:48:37.609,-1.3960501,6.14895,8.049001,0.32835,0.548625,0.4862
10755,2026-02-19 12:48:37.610,-1.5160501,6.0270004,8.125051,0.32835,0.548625,0.4862
10756,2026-02-19 12:48:37.610,-1.521,5.92395,7.9819503,0.32835,0.548625,0.4862
10757,2026-02-19 12:48:37.611,-1.4610001,5.9599504,7.6249504,0.32835,0.548625,0.4862
10758,2026-02-19 12:48:37.628,-1.26195,6.0870004,7.3020005,0.32835,0.548625,0.4862
10759,2026-02-19 12:48:37.629,-0.9889501,6.1660504,7.20795,0.32835,0.548625,0.4862
10760,2026-02-19 12:48:37.630,-0.9889501,6.1660504,7.20795,0.236775,0.219725,0.6276875
10761,2026-02-19 12:48:37.655,-0.74505,6.1969504,6.9570003,0.236775,0.219725,0.6276875
10762,2026-02-19 12:48:37.656,-0.64500004,6.2260504,6.8560505,0.236775,0.219725,0.6276875
10763,2026-02-19 12:48:37.691,-0.68505,6.28305,6.9019504,0.236775,0.219725,0.6276875
10764,2026-02-19 12:48:37.692,-0.67095006,6.3910503,7.1029506,0.236775,0.219725,0.6276875
10765,2026-02-19 12:48:37.693,-0.61305004,6.55905,7.2229505,0.236775,0.219725,0.6276875
10766,2026-02-19 12:48:37.694,-0.324,6.7240505,6.88005,0.236775,0.219725,0.6276875
10767,2026-02-19 12:48:37.708,0.10605001,6.9030004,6.29895,0.236775,0.219725,0.6276875
10768,2026-02-19 12:48:37.710,0.39405003,7.04895,5.84595,0.236775,0.219725,0.6276875
10769,2026-02-19 12:48:37.711,0.39405003,7.04895,5.84595,0.3463625,0.39105,0.690525
10770,2026-02-19 12:48:37.756,0.55605,7.1280003,5.4630003,0.3463625,0.39105,0.690525
10771,2026-02-19 12:48:37.757,0.54,7.1950502,5.35305,0.3463625,0.39105,0.690525
10772,2026-02-19 12:48:37.758,0.312,7.3410006,5.6350503,0.3463625,0.39105,0.690525
10773,2026-02-19 12:48:37.759,0.05595,7.3699503,6.1450505,0.3463625,0.39105,0.690525
10774,2026-02-19 12:48:37.770,-0.079050004,7.2790504,6.8179502,0.3463625,0.39105,0.690525
10775,2026-02-19 12:48:37.771,-0.12705001,7.2360005,7.29195,0.3463625,0.39105,0.690525
10776,2026-02-19 12:48:37.790,-0.12705001,7.248,7.5720005,0.3463625,0.39105,0.690525
10777,2026-02-19 12:48:37.791,-0.11100001,7.2190504,7.7569504,0.3463625,0.39105,0.690525
10778,2026-02-19 12:48:37.792,-0.11100001,7.2190504,7.7569504,-0.2145,0.49005,0.575575
10779,2026-02-19 12:48:37.852,-0.036000002,7.1980505,7.833,-0.2145,0.49005,0.575575
10780,2026-02-19 12:48:37.853,-0.01695,7.2840004,7.8210006,-0.2145,0.49005,0.575575
10781,2026-02-19 12:48:37.854,-0.015000001,7.3390503,7.6969504,-0.2145,0.49005,0.575575
10782,2026-02-19 12:48:37.855,-0.043950003,7.2979503,7.48605,-0.2145,0.49005,0.575575
10783,2026-02-19 12:48:37.856,-0.20595,7.2049503,7.48605,-0.2145,0.49005,0.575575
10784,2026-02-19 12:48:37.857,-0.42195,7.215,7.8019505,-0.2145,0.49005,0.575575
10785,2026-02-19 12:48:37.870,-0.64695,7.2310505,8.283,-0.2145,0.49005,0.575575
10786,2026-02-19 12:48:37.871,-0.74505,7.25295,8.652,-0.2145,0.49005,0.575575
10787,2026-02-19 12:48:37.872,-0.74505,7.25295,8.652,-0.19855,0.5050375,0.3851375
10788,2026-02-19 12:48:37.916,-0.73800004,7.227,8.5990505,-0.19855,0.5050375,0.3851375
10789,2026-02-19 12:48:37.917,-0.69495004,7.1260505,8.31,-0.19855,0.5050375,0.3851375
10790,2026-02-19 12:48:37.918,-0.633,6.97305,7.8169503,-0.19855,0.5050375,0.3851375
10791,2026-02-19 12:48:37.919,-0.68805003,6.8200502,7.42605,-0.19855,0.5050375,0.3851375
10792,2026-02-19 12:48:37.934,-0.82605004,6.774,7.4479504,-0.19855,0.5050375,0.3851375
10793,2026-02-19 12:48:37.935,-1.023,6.8220005,7.7179503,-0.19855,0.5050375,0.3851375
10794,2026-02-19 12:48:37.951,-1.21695,6.9220505,7.9480505,-0.19855,0.5050375,0.3851375
10795,2026-02-19 12:48:37.952,-1.22595,6.9799504,7.73295,-0.19855,0.5050375,0.3851375
10796,2026-02-19 12:48:37.953,-1.22595,6.9799504,7.73295,0.1568875,0.4954125,0.3510375
10797,2026-02-19 12:48:38.014,-1.0320001,6.9300003,7.1680503,0.1568875,0.4954125,0.3510375
10798,2026-02-19 12:48:38.015,-0.80295,6.8310003,6.57105,0.1568875,0.4954125,0.3510375
10799,2026-02-19 12:48:38.016,-0.65595,6.7960505,6.1720505,0.1568875,0.4954125,0.3510375
10800,2026-02-19 12:48:38.017,-0.62295,6.7570505,5.8890004,0.1568875,0.4954125,0.3510375
10801,2026-02-19 12:48:38.017,-0.67995006,6.74805,5.82,0.1568875,0.4954125,0.3510375
10802,2026-02-19 12:48:38.018,-0.84105,6.6829505,6.14295,0.1568875,0.4954125,0.3510375
10803,2026-02-19 12:48:38.032,-1.06605,6.57105,6.66195,0.1568875,0.4954125,0.3510375
10804,2026-02-19 12:48:38.033,-1.29795,6.4150505,7.1050506,0.1568875,0.4954125,0.3510375
10805,2026-02-19 12:48:38.034,-1.29795,6.4150505,7.1050506,-0.1909875,0.5858875,0.50215
10806,2026-02-19 12:48:38.056,-1.5589501,6.2040005,7.48395,-0.1909875,0.5858875,0.50215
10807,2026-02-19 12:48:38.057,-1.7080501,5.97195,7.872,-0.1909875,0.5858875,0.50215
10808,2026-02-19 12:48:38.092,-1.7989501,5.7229505,8.23095,-0.1909875,0.5858875,0.50215
10809,2026-02-19 12:48:38.093,-1.8940501,5.5069504,8.4529505,-0.1909875,0.5858875,0.50215
10810,2026-02-19 12:48:38.094,-1.8250501,5.30595,8.590051,-0.1909875,0.5858875,0.50215
10811,2026-02-19 12:48:38.094,-1.59,5.223,8.41695,-0.1909875,0.5858875,0.50215
10812,2026-02-19 12:48:38.114,-1.3440001,5.24595,7.9120502,-0.1909875,0.5858875,0.50215
10813,2026-02-19 12:48:38.115,-1.0639501,5.36595,7.48605,-0.1909875,0.5858875,0.50215
10814,2026-02-19 12:48:38.115,-1.0639501,5.36595,7.48605,0.308,0.3964125,0.6469375
10815,2026-02-19 12:48:38.135,-0.82395005,5.472,7.2229505,0.308,0.3964125,0.6469375
10816,2026-02-19 12:48:38.136,-0.63000005,5.6250005,6.7890005,0.308,0.3964125,0.6469375
